nazev,nazev_zkrac,izo,ico,druh,druh_nazev,kraj,okres,obec,ulice,psc,kapacita,pocet_zaku,email,telefon,web,zrizovatel,zrizovatel_typ,reditel,datum_vzniku,rúian,lat,lon,competition_count,competition_density,dotace_had,dotace_last_year,dotace_total_czk,score_total,score_dotace,score_size,score_vz_gap,score_region,score_competition,pristup,pristup_label,priorita,rank
Základní škola a mateřská škola Dolní Újezd,ZŠ a MŠ Dolní Újezd,002506815,75016737,B00,Základní škola,Pardubický kraj,Svitavy,Dolní Újezd,None 342,56961,552.0,386,skola@zsdu.cz,,,Obec Dolní Újezd,2,Mgr. Jan Sigl,2005-01-01,1783807.0,49.8256129,16.2546132,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1659
Střední zdravotnická škola Pardubice,Střední zdravotnická škola Pardubice,110030923,00498793,C00,Střední škola,Pardubický kraj,Pardubice,Pardubice,Průmyslová 395,53003,650.0,454,monika.maslova@szs-pardubice.cz,,,Pardubický kraj,7,Mgr. Monika Máslová,2005-01-01,7727836.0,50.0223432,15.8053192,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1660
"Základní škola Bratří Čapků, Úpice, Komenského 151, okres Trutnov",Základní škola Bratří Čapků,047463996,47463996,B00,Základní škola,Královéhradecký kraj,Trutnov,Úpice,Komenského 151,54232,500.0,350,blahovkaupice@volny.cz,,,Město Úpice,2,Mgr. Martin Zakouřil,2005-01-01,15172473.0,50.5116713,16.017065,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1661
"Základní škola, Trutnov, R. Frimla 816",Základní škola,047463848,64201139,B00,Základní škola,Královéhradecký kraj,Trutnov,Trutnov,Rudolfa Frimla 816,54101,450.0,315,libricka@4zsrf.cz,,,Město Trutnov,2,Mgr. Jitka Libřická,2005-01-01,2264927.0,50.5684013,15.9072425,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1662
Základní škola Jevíčko,Základní škola Jevíčko,002506866,70996814,B00,Základní škola,Pardubický kraj,Svitavy,Jevíčko,K. H. Borovského 819,56943,485.0,339,parolek@zsjevicko.cz,,,Město Jevíčko,2,Mgr. Miloslav Parolek,2005-01-01,1830597.0,49.631141,16.7046359,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1663
"Vyšší odborná škola zdravotnická a Střední zdravotnická škola, Hradec Králové, Komenského 234",VOŠ zdravotnická a Střední zdrav. škola,110030591,00581101,C00,Střední škola,Královéhradecký kraj,Hradec Králové,Hradec Králové,Komenského 234,50003,660.0,461,sona.lamichova@zshk.cz,,,Královéhradecký kraj,7,PaedDr. Soňa Lamichová,2005-01-01,23865920.0,50.2089092,15.8367414,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1664
"Základní škola Moravská Třebová, Palackého 1351, okres Svitavy","ZŠ Moravská Třebová, Palackého 1351",002518015,62031813,B00,Základní škola,Pardubický kraj,Svitavy,Moravská Třebová,Palackého 1351,57101,635.0,444,vagnerp@2zsmtrebova.cz,,,Město Moravská Třebová,2,Mgr. Petr Vágner,2005-01-01,15983846.0,49.7586178,16.6521212,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1665
Základní škola Na Lukách Polička,Základní škola Na Lukách Polička,002518112,70154520,B00,Základní škola,Pardubický kraj,Svitavy,Polička,Švermova 401,57201,650.0,454,zsnalukach@seznam.cz,,,Město Polička,2,Mgr. David Šafář,2005-01-01,15936121.0,49.7176526,16.2584088,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1666
"Základní škola a mateřská škola Karla Klíče Hostinné, příspěvková organizace",ZŠ a MŠ Karla Klíče Hostinné,043462448,43462448,B00,Základní škola,Královéhradecký kraj,Trutnov,Hostinné,B. Němcové 411,54371,635.0,444,zskkho@zskkho.cz,,,Město Hostinné,2,Mgr. Dita Mrázková,2005-01-01,20375549.0,50.5419763,15.7307,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1667
"Základní škola Svitavy, Felberova 2",Základní škola,049328280,49328280,B00,Základní škola,Pardubický kraj,Svitavy,Svitavy,Felberova 669,56802,630.0,441,skola@zsfelberova.svitavy.cz,,,Město Svitavy,2,Mgr. Jana Pazderová,2005-01-01,18912516.0,49.7467501,16.4740542,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1668
"Základní škola a mateřská škola Svitavy, náměstí Míru 73","ZŠ a MŠ Svitavy, náměstí Míru 73",049328271,49328271,B00,Základní škola,Pardubický kraj,Svitavy,Svitavy,náměstí Míru 38,56802,500.0,350,skola@synam.cz,,,Město Svitavy,2,Mgr. Jakub Velecký,2005-01-01,18915256.0,49.7558496,16.4680691,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1669
"Základní škola Litomyšl, T. G. Masaryka 1145, okres Svitavy","ZŠ Litomyšl, T. G. Masaryka 1145",047487275,47487275,B00,Základní škola,Pardubický kraj,Svitavy,Litomyšl,T. G. Masaryka 1145,57001,450.0,315,3zs@3zslitomysl.cz,,,Město Litomyšl,2,Mgr. Kamila Voříšková,2005-01-01,25262033.0,49.8714851,16.3062074,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1670
"Vyšší odborná škola sklářská a Střední škola, Nový Bor, Wolkerova 316, příspěvková organizace","VOŠ sklář. a SŠ, příspěvková organizace",102133743,49864688,C00,Střední škola,Liberecký kraj,Česká Lípa,Nový Bor,Nemocniční 635,47301,650.0,454,info@glassschool.cz,,,Liberecký kraj,7,"MgA. Jan Prošek, Ph.D.",2005-01-01,13123947.0,50.7621913,14.5461613,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1671
Střední odborná škola a Střední odborné učiliště Lanškroun,SOŠ a SOU Lanškroun,015028216,15028216,C00,Střední škola,Pardubický kraj,Ústí nad Orlicí,Lanškroun,Dvořákova 328,56301,600.0,420,info@spslan.cz,,,Pardubický kraj,7,Mgr. Marcela Martincová,2005-01-01,18007830.0,49.9115621,16.5993712,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1672
"Základní škola Lanškroun, Dobrovského 630, okr. Ústí nad Orlicí","ZŠ Lanškroun, Dobrovského 630",000854379,00854379,B00,Základní škola,Pardubický kraj,Ústí nad Orlicí,Lanškroun,Dobrovského 630,56301,620.0,434,zslado@lanskroun.cz,,,Město Lanškroun,2,Mgr. Pavel Resler,2005-01-01,18010768.0,49.9157395,16.6162999,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1673
"Základní škola Holice, Komenského 100, okres Pardubice","Základní škola Holice, Komenského 100",048159786,48159786,B00,Základní škola,Pardubický kraj,Pardubice,Holice,Holubova 500,53401,450.0,315,skola@zskomholice.cz,,,Město Holice,2,Mgr. Roman Matoušek,2005-01-01,7658273.0,50.0703825,15.988205,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1674
"Základní škola Sezemice, okres Pardubice","Základní škola Sezemice, okres Pardubice",060156953,60156953,B00,Základní škola,Pardubický kraj,Pardubice,Sezemice,Jiráskova 664,53304,560.0,392,jiri.brezina@zssezemice.cz,,,Město Sezemice,2,Mgr. Jiří Březina,2005-01-01,7607199.0,50.0634287,15.8560435,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1675
"Základní škola a mateřská škola Opatovice nad Labem, okres Pardubice","ZŠ a MŠ Opatovice nad Labem, okres Pardubice",060158387,60158387,B00,Základní škola,Pardubický kraj,Pardubice,Opatovice nad Labem,Školní 247,53345,514.0,359,skola@zsopatovice.cz,,,Obec Opatovice nad Labem,2,Mgr. Hynek Kalhous,2005-01-01,7570155.0,50.1479016,15.7882561,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1676
"Základní škola Chvaletice, okres Pardubice",Základní škola,060158841,60158841,B00,Základní škola,Pardubický kraj,Pardubice,Chvaletice,9. května 148,53312,600.0,420,zschvaletice@cmail.cz,,,Město Chvaletice,2,Mgr. Jana Knollová,2005-01-01,7630689.0,50.034545,15.4135862,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1677
"Základní škola Pardubice, Benešovo náměstí 590",Základní škola Pardubice,060158999,60158999,B00,Základní škola,Pardubický kraj,Pardubice,Pardubice,Benešovo náměstí 590,53002,700.0,489,skola@benesovka.cz,,,Statutární město Pardubice,2,Mgr. Ema Jičínská,2005-01-01,7695489.0,50.025322,15.7765074,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1678
"Základní škola Lanškroun, Bedřicha Smetany 460, okr. Ústí nad Orlicí",Základní škola,102642451,61234176,B00,Základní škola,Pardubický kraj,Ústí nad Orlicí,Lanškroun,B. Smetany 460,56301,450.0,315,reditel@zsbs.cz,,,Město Lanškroun,2,Mgr. Milan Valúšek,2005-01-01,18009085.0,49.9072324,16.6082451,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1679
"Základní škola Žamberk, 28. října 581",Základní škola,049316834,49316834,B00,Základní škola,Pardubický kraj,Ústí nad Orlicí,Žamberk,28. října 581,56401,475.0,332,zejdlik.jaromir@zs28rijna-zamberk.cz,,,Město Žamberk,2,Mgr. Jaromír Žejdlík,2005-01-01,18119115.0,50.0841492,16.4649054,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1680
Základní škola Králíky,Základní škola Králíky,049314629,49314629,B00,Základní škola,Pardubický kraj,Ústí nad Orlicí,Králíky,Moravská 647,56169,600.0,420,zskraliky@gmail.com,,,Město Králíky,2,Mgr. Vlastimil Kubíček,2005-01-01,5613655.0,50.0824375,16.7591725,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1681
"Základní škola Holice, Holubova 47, okres Pardubice",Základní škola Holice,048159778,48159778,B00,Základní škola,Pardubický kraj,Pardubice,Holice,Holubova 47,53401,540.0,378,skola@zsholubova.cz,,,Město Holice,2,PaedDr. Lenka Koubková,2005-01-01,7654219.0,50.0695788,15.9886799,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1682
"Základní škola Pardubice, Štefánikova 448","ZŠ Pardubice, Štefánikova 44",048161047,48161047,B00,Základní škola,Pardubický kraj,Pardubice,Pardubice,Štefánikova 448,53002,660.0,461,reditelna@zsstefanikova-pce.cz,,,Statutární město Pardubice,2,Mgr. Renata Janecká,2005-01-01,7694369.0,50.0346313,15.7691285,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1683
"Základní škola Pardubice, nábřeží Závodu míru 1951","ZŠ Pardubice, nábřeží Závodu míru 1951",048161136,48161136,B00,Základní škola,Pardubický kraj,Pardubice,Pardubice,nábřeží Závodu míru 1951,53002,610.0,427,petra.jichova@zszm.cz,,,Statutární město Pardubice,2,PaedDr. Petruše Jíchová,2005-01-01,7708335.0,50.0370332,15.7567584,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1684
"Základní škola Česká Třebová, Ústecká ulice","Základní škola Česká Třebová, Ústecká ulice",044469888,70883335,B00,Základní škola,Pardubický kraj,Ústí nad Orlicí,Česká Třebová,Ústecká 500,56002,660.0,461,reditel@zs-ustecka.cz,,,Město Česká Třebová,2,Mgr. Linda Kotyzová,2005-01-01,24719013.0,49.917059,16.4377159,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1685
"Základní škola M. Choceňského, Choceň","Základní škola M. Choceňského, Choceň",000854620,70887403,B00,Základní škola,Pardubický kraj,Ústí nad Orlicí,Choceň,Kollárova 688,56501,650.0,454,skola@zschocho.cz,,,Město Choceň,2,Mgr. Soňa Teplá,2005-01-01,5670691.0,49.9973163,16.2164925,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1686
"Základní škola, Opočno, okres Rychnov nad Kněžnou",Základní škola,102406022,75015013,B00,Základní škola,Královéhradecký kraj,Rychnov nad Kněžnou,Opočno,Nádražní 313,51773,500.0,350,reditelstvi@zsopocno.cz,,,Město Opočno,2,Ing. Bc. Radka Sobotková,2005-01-01,9775391.0,50.2683038,16.1130313,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1687
"Základní škola Vamberk, okres Rychnov nad Kněžnou",Základní škola,102406111,70156611,B00,Základní škola,Královéhradecký kraj,Rychnov nad Kněžnou,Vamberk,Komenského 95,51754,475.0,332,skola@zsvamberk.cz,,,Město Vamberk,2,Mgr. Josef Solár,2005-01-01,9826084.0,50.1172751,16.2880663,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1688
"Základní škola Letohrad, Komenského 269",Základní škola Letohrad,000856843,00856843,B00,Základní škola,Pardubický kraj,Ústí nad Orlicí,Letohrad,Komenského 269,56151,450.0,315,komenskeho@zsletohrad.cz,,,Město Letohrad,2,Mgr. Ivana Veselá,2005-01-01,5686784.0,50.0365525,16.494995,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1689
Základní škola Jablonné nad Orlicí,Základní škola,000856673,00856673,B00,Základní škola,Pardubický kraj,Ústí nad Orlicí,Jablonné nad Orlicí,Jamenská 555,56164,594.0,415,skola@zs.jablonneno.cz,,,Město Jablonné nad Orlicí,2,Mgr. Luděk Schnaubert,2005-01-01,17983169.0,50.031651,16.6038752,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1690
"Střední průmyslová škola, Trutnov, Školní 101",Střední průmyslová škola,110200403,69174415,C00,Střední škola,Královéhradecký kraj,Trutnov,Trutnov,Horská 59,54101,680.0,475,skola@spstrutnov.cz,,,Královéhradecký kraj,7,Ing. Vladislav Sauer,2005-01-01,20349238.0,50.5657188,15.9061225,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1691
"Základní škola Letohrad, U Dvora 745","Základní škola Letohrad, U Dvora 745",000856452,00856452,B00,Základní škola,Pardubický kraj,Ústí nad Orlicí,Letohrad,Jablonská 100,56151,480.0,336,zsudvora@zsudvora.cz,,,Město Letohrad,2,Mgr. Hana Pavlíčková,2005-01-01,5693373.0,50.0272313,16.5229925,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1692
"Základní škola a Středisko volného času, Rokytnice nad Jizerou, příspěvková organizace",ZŠ a SVČ Rokytnice nad Jizerou,102442762,70910600,B00,Základní škola,Liberecký kraj,Semily,Rokytnice nad Jizerou,None 172,51244,500.0,350,info@zs-rokytnice.cz,,,Město Rokytnice nad Jizerou,2,Mgr. Markéta Šmídová,2005-01-01,15108805.0,50.7272292,15.4638743,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1693
"Základní škola Sv. Čecha, Choceň","Základní škola Sv. Čecha, Choceň",000854638,70888248,B00,Základní škola,Pardubický kraj,Ústí nad Orlicí,Choceň,Sv. Čecha 1686,56501,660.0,461,reditelna@zschocen.cz,,,Město Choceň,2,Mgr. et Mgr. Martina Krsková,2005-01-01,5680671.0,50.0011138,16.2150538,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1694
"Základní škola Dr. Františka Ladislava Riegra Semily, příspěvková organizace",Základní škola Dr. F. L. Riegra,102718814,00854841,B00,Základní škola,Liberecký kraj,Semily,Semily,Jizerská 564,51301,540.0,378,zsriegra@seznam.cz,,,Město Semily,2,Mgr. Karel Strnad,2005-01-01,16937082.0,50.6110901,15.3270788,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1695
"Základní škola Turnov, 28. října 18, příspěvková organizace",Základní škola,102454035,00856126,B00,Základní škola,Liberecký kraj,Semily,Turnov,28. října 18,51101,600.0,420,skola@2zs-turnov.cz,,,Město Turnov,2,Mgr. Jaromír Frič,2005-01-01,21579091.0,50.5878413,15.1612463,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1696
"Základní škola, Nový Bydžov, Karla IV. 209, okres Hradec Králové",Základní škola,062690957,62690957,B00,Základní škola,Královéhradecký kraj,Hradec Králové,Nový Bydžov,Karla IV. 209,50401,580.0,406,info@karlovka.cz,,,Město Nový Bydžov,2,Mgr. Jan Bohdanecký,2005-01-01,20335521.0,50.2392763,15.4888513,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1697
"Základní škola, Hlinsko, Resslova 603, okres Chrudim","Základní škola, Hlinsko, Resslova 603",102142246,70913510,B00,Základní škola,Pardubický kraj,Chrudim,Hlinsko,Resslova 603,53901,480.0,336,zsresslovahlinsko@zsresslova.cz,,,Město Hlinsko,2,Ing. Petr Culek,2005-01-01,5382769.0,49.7615451,15.9107674,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1698
"Základní škola SEVER, Hradec Králové, Lužická 1208",Základní škola SEVER,062060422,62060422,B00,Základní škola,Královéhradecký kraj,Hradec Králové,Hradec Králové,Lužická 1208,50003,600.0,420,info@zssever.cz,,,Statutární město Hradec Králové,2,Mgr. Josef Fiedler,2005-01-01,23875399.0,50.2168263,15.8476881,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1699
"Vyšší odborná škola a Střední průmyslová škola, Jičín, Pod Koželuhy 100",Vyšší odborná škola a SPŠ,000087297,60116820,C00,Střední škola,Královéhradecký kraj,Jičín,Jičín,Komenského náměstí 45,50601,700.0,489,vedeni@spsjc.cz,,,Královéhradecký kraj,7,Mgr. Lea Vojtěchová,2005-01-01,17431701.0,50.4388683,15.3499762,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1700
"Střední uměleckoprůmyslová škola hudebních nástrojů a nábytku, Hradec Králové, 17. listopadu 1202",Stř.uměleckoprům.škola hud.nástr. a náb.,110100867,00145238,C00,Střední škola,Královéhradecký kraj,Hradec Králové,Hradec Králové,Brněnská 207,50006,542.0,379,hnn@hnn.cz,,,Královéhradecký kraj,7,Ing. Jan Opitz,2005-01-01,23805196.0,50.1918255,15.849619,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1701
"Střední škola technická a řemeslná, Nový Bydžov, Dr. M. Tyrše 112",Střední škola technická a řemeslná,000087751,00087751,C00,Střední škola,Královéhradecký kraj,Hradec Králové,Nový Bydžov,Revoluční třída 211,50401,650.0,454,sstrnb@seznam.cz,,,Královéhradecký kraj,7,Mgr. Vladimír Blažej,2005-01-01,20335547.0,50.2390163,15.4898638,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1702
"Hotelová škola Hradec Králové, s.r.o.","Hotelová škola Hradec Králové, s.r.o.",062062883,25262131,C00,Střední škola,Královéhradecký kraj,Hradec Králové,Hradec Králové,Československé armády 274,50003,480.0,336,hotelovka@hotelovka.cz,,,,5,PaedDr. Petr Hájek,2005-01-01,23866284.0,50.2111701,15.8382522,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1703
"Gymnázium K. V. Raise a Střední odborné učiliště, Hlinsko, Adámkova 55",Gymnázium K. V. Raise a SOU,060103329,60103329,C00,Střední škola,Pardubický kraj,Chrudim,Hlinsko,Prošvicova 1811,53901,480.0,336,red@gymhlinsko.cz,,,Pardubický kraj,7,Mgr. Marian Solčanský,2005-01-01,81850654.0,49.7670498,15.918817,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1704
"Základní škola, Liberec, nám. Míru 212/2, příspěvková organizace",Základní škola,181053110,71294988,B00,Základní škola,Liberecký kraj,Liberec,Liberec,nám. Míru 212,46014,460.0,322,skola@zsnamestimiru.cz,,,Statutární město Liberec,2,Mgr. Bc. Pavlína Kubrová,2013-12-04,23708905.0,50.7899515,15.0670529,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1705
"Lepařovo gymnázium, Jičín, Jiráskova 30",Lepařovo gymnázium,000087131,60116781,C00,Střední škola,Královéhradecký kraj,Jičín,Jičín,Jiráskova 30,50601,528.0,369,chlumsky@gymjc.cz,,,Královéhradecký kraj,7,Mgr. Miloš Chlumský,2005-01-01,25337661.0,50.4391145,15.3519049,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1706
"Gymnázium a Střední odborná škola pedagogická, Nová Paka, Kumburská 740",Gymnázium a SOŠ pedagogická,000401170,60117001,C00,Střední škola,Královéhradecký kraj,Jičín,Nová Paka,Kumburská 740,50901,502.0,351,skola@gymnp.cz,,,Královéhradecký kraj,7,Mgr. Pavel Matějovský,2005-01-01,17562686.0,50.4960221,15.5103208,0,0.5,False,,0,46.2,0.0,18.8,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,B,1707
